transaction_id,date,customer_id,merchant,category,amount,is_fraud,month,month_name,day_of_week,quarter
TXN_00158,2024-10-22,CUST_0007,Delta Airlines,travel,215.08,0,10,Oct,Tuesday,4
TXN_00159,2024-10-15,CUST_0011,Apple Store,electronics,40.7,0,10,Oct,Tuesday,4
TXN_00160,2024-10-12,CUST_0078,Uber,restaurant,195.41,0,10,Oct,Saturday,4
TXN_00161,2024-09-24,CUST_0057,Whole Foods,ATM_withdrawal,68.78,0,9,Sep,Tuesday,3
TXN_00162,2024-06-05,CUST_0008,Uber,electronics,150.08,0,6,Jun,Wednesday,2
TXN_00163,2024-04-16,CUST_0034,Walmart,travel,150.58,0,4,Apr,Tuesday,2
TXN_00164,2024-05-02,CUST_0010,Delta Airlines,groceries,115.11,0,5,May,Thursday,2
TXN_00165,2024-07-28,CUST_0077,Best Buy,healthcare,14.19,0,7,Jul,Sunday,3
TXN_00166,2024-01-17,CUST_0091,Whole Foods,online_shopping,270.55,0,1,Jan,Wednesday,1
TXN_00167,2024-02-06,CUST_0034,Uber,restaurant,58.02,0,2,Feb,Tuesday,1
TXN_00168,2024-08-05,CUST_0029,Delta Airlines,healthcare,30.96,0,8,Aug,Monday,3
TXN_00169,2024-03-13,CUST_0022,Whole Foods,healthcare,6.24,0,3,Mar,Wednesday,1
TXN_00170,2024-08-12,CUST_0089,Whole Foods,ATM_withdrawal,134.07,0,8,Aug,Monday,3
TXN_00171,2024-05-19,CUST_0064,Best Buy,electronics,169.78,0,5,May,Sunday,2
TXN_00172,2024-11-02,CUST_0056,CVS Pharmacy,healthcare,2.51,0,11,Nov,Saturday,4
TXN_00173,2024-01-14,CUST_0087,Uber,groceries,107.64,0,1,Jan,Sunday,1
TXN_00174,2024-12-10,CUST_0074,Amazon,travel,38.52,0,12,Dec,Tuesday,4
TXN_00175,2024-08-28,CUST_0057,Whole Foods,travel,155.42,0,8,Aug,Wednesday,3
TXN_00176,2024-10-26,CUST_0063,Walmart,online_shopping,28.74,0,10,Oct,Saturday,4
TXN_00177,2024-06-27,CUST_0042,Walmart,travel,176.13,0,6,Jun,Thursday,2
TXN_00178,2024-06-17,CUST_0064,Whole Foods,ATM_withdrawal,73.34,0,6,Jun,Monday,2
TXN_00179,2024-10-08,CUST_0012,CVS Pharmacy,healthcare,414.05,0,10,Oct,Tuesday,4
TXN_00180,2024-06-14,CUST_0099,Marriott Hotels,groceries,22.19,0,6,Jun,Friday,2
TXN_00181,2024-12-02,CUST_0060,Marriott Hotels,groceries,62.57,0,12,Dec,Monday,4
TXN_00182,2024-04-06,CUST_0080,Best Buy,online_shopping,18.07,0,4,Apr,Saturday,2
TXN_00183,2024-01-27,CUST_0071,Delta Airlines,healthcare,387.93,0,1,Jan,Saturday,1
TXN_00184,2024-08-12,CUST_0063,Walmart,groceries,314.75,0,8,Aug,Monday,3
TXN_00185,2024-11-18,CUST_0031,Delta Airlines,healthcare,44.75,0,11,Nov,Monday,4
TXN_00186,2024-10-09,CUST_0029,Walmart,online_shopping,815.51,1,10,Oct,Wednesday,4
TXN_00187,2024-03-01,CUST_0020,Best Buy,healthcare,254.92,0,3,Mar,Friday,1
TXN_00188,2024-09-17,CUST_0054,Best Buy,online_shopping,121.52,0,9,Sep,Tuesday,3
TXN_00189,2024-05-04,CUST_0019,Marriott Hotels,restaurant,113.14,0,5,May,Saturday,2
TXN_00190,2024-11-02,CUST_0018,Walmart,healthcare,41.53,0,11,Nov,Saturday,4
TXN_00191,2024-07-31,CUST_0065,Whole Foods,groceries,14.66,0,7,Jul,Wednesday,3
TXN_00192,2024-05-24,CUST_0076,Uber,online_shopping,341.27,0,5,May,Friday,2
TXN_00193,2024-03-17,CUST_0062,CVS Pharmacy,transfer,346.02,0,3,Mar,Sunday,1
TXN_00194,2024-10-09,CUST_0049,Best Buy,transfer,150.4,0,10,Oct,Wednesday,4
TXN_00195,2024-04-06,CUST_0031,Uber,ATM_withdrawal,62.11,0,4,Apr,Saturday,2
TXN_00196,2024-04-29,CUST_0053,Amazon,transfer,64.44,0,4,Apr,Monday,2
TXN_00197,2024-08-30,CUST_0049,Marriott Hotels,travel,194.17,0,8,Aug,Friday,3
TXN_00198,2024-09-10,CUST_0017,McDonald's,transfer,341.11,0,9,Sep,Tuesday,3
TXN_00199,2024-02-21,CUST_0057,Walmart,online_shopping,327.17,0,2,Feb,Wednesday,1
TXN_00200,2024-01-08,CUST_0053,Delta Airlines,electronics,227.03,0,1,Jan,Monday,1
TXN_00201,2024-08-28,CUST_0034,CVS Pharmacy,ATM_withdrawal,154.1,0,8,Aug,Wednesday,3
TXN_00202,2024-11-28,CUST_0043,McDonald's,ATM_withdrawal,13.18,0,11,Nov,Thursday,4
TXN_00203,2024-06-11,CUST_0098,Best Buy,groceries,26.44,0,6,Jun,Tuesday,2
TXN_00204,2024-11-12,CUST_0081,Whole Foods,restaurant,343.23,0,11,Nov,Tuesday,4
TXN_00205,2024-02-16,CUST_0013,Walmart,online_shopping,139.87,0,2,Feb,Friday,1
TXN_00206,2024-03-26,CUST_0004,Amazon,transfer,1.39,0,3,Mar,Tuesday,1
TXN_00207,2024-01-29,CUST_0048,Marriott Hotels,travel,16.05,0,1,Jan,Monday,1
TXN_00208,2024-05-05,CUST_0073,Delta Airlines,travel,163.37,0,5,May,Sunday,2
TXN_00209,2024-03-30,CUST_0049,Uber,restaurant,0.76,0,3,Mar,Saturday,1
TXN_00210,2024-09-11,CUST_0019,Apple Store,online_shopping,26.3,0,9,Sep,Wednesday,3
TXN_00211,2024-11-22,CUST_0033,Amazon,online_shopping,119.35,0,11,Nov,Friday,4
TXN_00212,2024-05-27,CUST_0021,Walmart,online_shopping,176.6,0,5,May,Monday,2
TXN_00213,2024-06-25,CUST_0039,Marriott Hotels,healthcare,158.32,0,6,Jun,Tuesday,2
TXN_00214,2024-08-21,CUST_0026,Marriott Hotels,online_shopping,38.09,0,8,Aug,Wednesday,3
TXN_00215,2024-02-24,CUST_0074,CVS Pharmacy,healthcare,186.81,0,2,Feb,Saturday,1
TXN_00216,2024-12-24,CUST_0085,Marriott Hotels,healthcare,40.62,0,12,Dec,Tuesday,4
TXN_00217,2024-01-05,CUST_0088,Amazon,online_shopping,59.05,0,1,Jan,Friday,1
TXN_00218,2024-05-26,CUST_0030,Uber,transfer,205.85,0,5,May,Sunday,2
TXN_00219,2024-04-22,CUST_0080,Whole Foods,travel,157.32,0,4,Apr,Monday,2
TXN_00220,2024-11-17,CUST_0081,Amazon,healthcare,283.79,0,11,Nov,Sunday,4
TXN_00221,2024-08-13,CUST_0047,Delta Airlines,electronics,160.77,0,8,Aug,Tuesday,3
TXN_00222,2024-05-31,CUST_0054,Delta Airlines,restaurant,126.01,0,5,May,Friday,2
TXN_00223,2024-03-08,CUST_0047,McDonald's,healthcare,14.75,0,3,Mar,Friday,1
TXN_00224,2024-03-25,CUST_0062,Whole Foods,transfer,68.76,0,3,Mar,Monday,1
TXN_00225,2024-02-28,CUST_0010,Delta Airlines,restaurant,46.22,0,2,Feb,Wednesday,1
TXN_00226,2024-12-12,CUST_0051,McDonald's,transfer,41.96,0,12,Dec,Thursday,4
TXN_00227,2024-02-16,CUST_0002,Whole Foods,electronics,541.85,0,2,Feb,Friday,1
TXN_00228,2024-08-20,CUST_0096,Whole Foods,ATM_withdrawal,74.91,0,8,Aug,Tuesday,3
TXN_00229,2024-11-22,CUST_0014,Apple Store,online_shopping,333.91,0,11,Nov,Friday,4
TXN_00230,2024-01-13,CUST_0072,CVS Pharmacy,restaurant,149.6,0,1,Jan,Saturday,1
TXN_00231,2024-11-27,CUST_0060,Whole Foods,ATM_withdrawal,237.57,0,11,Nov,Wednesday,4
TXN_00232,2024-02-29,CUST_0005,Whole Foods,online_shopping,104.77,0,2,Feb,Thursday,1
TXN_00233,2024-02-29,CUST_0069,Delta Airlines,ATM_withdrawal,129.02,0,2,Feb,Thursday,1
TXN_00234,2024-08-20,CUST_0096,McDonald's,ATM_withdrawal,101.74,0,8,Aug,Tuesday,3
TXN_00235,2024-10-27,CUST_0020,Marriott Hotels,electronics,32.58,0,10,Oct,Sunday,4
TXN_00236,2024-09-07,CUST_0036,Amazon,transfer,192.26,0,9,Sep,Saturday,3
TXN_00237,2024-04-21,CUST_0031,CVS Pharmacy,electronics,49.44,0,4,Apr,Sunday,2
TXN_00238,2024-12-17,CUST_0083,CVS Pharmacy,groceries,3.69,0,12,Dec,Tuesday,4
TXN_00239,2024-07-22,CUST_0016,Best Buy,electronics,155.55,0,7,Jul,Monday,3
TXN_00240,2024-12-05,CUST_0082,Uber,groceries,29.24,0,12,Dec,Thursday,4
TXN_00241,2024-01-26,CUST_0032,Delta Airlines,restaurant,423.16,0,1,Jan,Friday,1
TXN_00242,2024-02-05,CUST_0071,Apple Store,restaurant,461.63,0,2,Feb,Monday,1
TXN_00243,2024-04-29,CUST_0019,Uber,groceries,369.53,0,4,Apr,Monday,2
TXN_00244,2024-05-21,CUST_0019,Delta Airlines,healthcare,69.34,0,5,May,Tuesday,2
TXN_00245,2024-03-30,CUST_0004,Delta Airlines,groceries,2.34,0,3,Mar,Saturday,1
TXN_00246,2024-07-02,CUST_0031,Uber,transfer,395.33,0,7,Jul,Tuesday,3
TXN_00247,2024-01-09,CUST_0007,Delta Airlines,ATM_withdrawal,83.84,0,1,Jan,Tuesday,1
TXN_00248,2024-09-26,CUST_0009,Best Buy,online_shopping,510.13,0,9,Sep,Thursday,3
TXN_00249,2024-07-04,CUST_0014,Best Buy,restaurant,497.06,0,7,Jul,Thursday,3
TXN_00250,2024-11-10,CUST_0085,McDonald's,healthcare,287.61,0,11,Nov,Sunday,4
TXN_00251,2024-08-22,CUST_0004,Amazon,online_shopping,52.32,0,8,Aug,Thursday,3
TXN_00252,2024-07-24,CUST_0014,Best Buy,online_shopping,72.94,0,7,Jul,Wednesday,3
TXN_00253,2024-02-07,CUST_0042,Uber,travel,285.71,0,2,Feb,Wednesday,1
TXN_00254,2024-02-03,CUST_0080,Uber,transfer,57.17,0,2,Feb,Saturday,1
TXN_00255,2024-07-14,CUST_0068,Whole Foods,online_shopping,27.86,0,7,Jul,Sunday,3
TXN_00256,2024-09-15,CUST_0013,Walmart,restaurant,122.06,0,9,Sep,Sunday,3
TXN_00257,2024-08-08,CUST_0030,Marriott Hotels,transfer,412.69,0,8,Aug,Thursday,3
TXN_00258,2024-08-20,CUST_0094,Walmart,transfer,178.62,0,8,Aug,Tuesday,3
TXN_00259,2024-08-06,CUST_0033,CVS Pharmacy,travel,126.62,0,8,Aug,Tuesday,3
TXN_00260,2024-12-17,CUST_0009,Walmart,electronics,15.33,0,12,Dec,Tuesday,4
TXN_00261,2024-02-17,CUST_0096,CVS Pharmacy,travel,143.18,0,2,Feb,Saturday,1
TXN_00262,2024-10-11,CUST_0072,McDonald's,transfer,691.59,0,10,Oct,Friday,4
TXN_00263,2024-12-09,CUST_0046,Marriott Hotels,groceries,22.64,0,12,Dec,Monday,4
TXN_00264,2024-05-27,CUST_0046,Walmart,restaurant,109.57,0,5,May,Monday,2
TXN_00265,2024-03-20,CUST_0029,Walmart,transfer,314.79,0,3,Mar,Wednesday,1
TXN_00266,2024-10-11,CUST_0098,Whole Foods,restaurant,202.51,0,10,Oct,Friday,4
TXN_00267,2024-08-07,CUST_0099,Uber,groceries,179.11,0,8,Aug,Wednesday,3
TXN_00268,2024-11-07,CUST_0089,Whole Foods,groceries,181.84,0,11,Nov,Thursday,4
TXN_00269,2024-04-02,CUST_0098,Whole Foods,transfer,66.82,0,4,Apr,Tuesday,2
